"Compounds ID","Score3","Name","Formula"
536,1.80775615547669,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
597,18.8454760591883,"LMFA08020334","C18 H33 N O4"
607,0.914250795084736,"","C30 H48 N4 O2"
609,2.67805089415211,"","C23 H46 Cl P3"
653,3.85893999508598,"","C30 H48 N4 O"
729,3.2162888784793,"Certonardosterol I","C29 H50 O5"
735,0.664185136361295,"5-methyl-2E-tridecenoic acid","C14 H26 O2"
857,4.29692266480315,"","C28 H40 O6"
952,1.9850225490655,"","C33 H42 N4 O6"
976,2.39668549880346,"","C27 H20 N4 O6"
1021,2.20298692034549,"","C26 H37 Cl O4"
1065,3.50974026007164,"Pentalinonside","C28 H42 O7"
1097,5.59871462773323,"","C29 H35 N2 P S2"
1198,5.0449628868209,"","C33 H42 N4 O6"
1218,2.58143148746017,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
1227,1.29276078278007,"","C30 H48 N4 O"
1238,4.08157775400613,"(24R)-1alpha,24,25-trihydroxy-22-oxavitamin D3 / (24R)-1alpha,24,25-trihydroxy-22-oxacholecalciferol","C26 H42 O5"
1358,8.92850417366915,"","C27 H33 N3 O P2"
1450,4.82781819155121,"","C30 H48 N4 O"
1503,2.7379169844185,"ST 24:1;O4","C24 H40 O4"
2582,2.44731992962897,"","C27 H20 N4 O6"
2551,2.26130163553859,"FAHFA 2:0/16:3","C18 H28 O4"
5043,3.33111617354096,"FAHFA 2:0/17:0","C19 H36 O4"
7503,5.26687560381755,"3,7-Dimethyl-2E,6E-decadien-1,10-dioic acid","C12 H18 O4"
1716,2.15205488982539,"","C19 H26 N6 O4"
1840,6.08141559123284,"3,17-dihydroxy-5,9-dioxo-4,5-9,10-diseco-androsta-1(10),2-dien-4-oic acid","C19 H26 O6"
2045,1.04768344424286,"1alpha,25-dihydroxy-19-nor-22-oxavitamin D3 / 1alpha,25-dihydroxy-19-nor-22-oxacholecalciferol","C25 H42 O4"
2088,16.3159349472333,"N-(3-hydroxy-dodecanoyl)-homoserine lactone","C16 H29 N O4"
2131,3.47406693854723,"5Z,8Z,11Z-Eicosatrienedioic acid","C20 H32 O4"
2200,2.13602125624327,"","C30 H39 N O2 S"
2568,4.09368503278093,"LMST01060030","C32 H54 O7"
2640,2.74268843280213,"16,17-epoxy-DHA","C22 H30 O3"
2692,1.80728605091554,"","C17 H29 N3 O7"
2721,0.486830857416052,"",""
2730,6.96739460344439,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
2791,5.15699124277116,"(23S)-1alpha-hydroxy-25,27-didehydrovitamin D3 26,23-lactone","C27 H38 O4"
2889,1.84760577874342,"","C15 H34 N5 O2 P S"
3000,4.39864882816591,"","C25 H38 O3"
3037,10.8961185501329,"Heterofibrin A3","C24 H34 O6"
3194,9.35042042452529,"","C19 H22 N2 O4"
3236,15.8070115507964,"N-(3-hydroxy-decanoyl)-homoserine lactone","C14 H25 N O4"
3437,2.104074487714,"SM 8:0;2O/4:0","C17 H37 N2 O6 P"
3452,3.10599191196841,"","C15 H34 N2 O S3"
3786,2.70175742428047,"","C9 H14 N6 O4"
4120,2.16868093763353,"","C19 H28 N4 S"
5462,9.00376762162829,"Khellin","C14 H12 O5"
994,4.03472210876425,"Certonardosterol L","C27 H46 O5"
1568,3.58959176756738,"6-Bromo-5E,9Z,13Z,24Z-heptacosatetraenoic acid","C26 H43 Br O2"
1595,4.81347222951526,"",""
1987,3.49040030037419,"","C20 H39 N8 O3 P S"
2146,1.29241781649757,"","C26 H55 N4 O7 P"
2504,1.60547430682281,"Gallicynoic acid H","C16 H28 O4"
2686,4.69675064753937,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
2867,1.47417496935552,"Ambrettolic acid","C16 H30 O3"
1464,6.5774670377573,"","C20 H31 N6 O5 P"
1537,2.37170831992595,"Cholesterol glucuronide","C33 H54 O7"
2362,2.0707969067123,"","C33 H40 N4 O6"
3082,0.704270694824903,"","C35 H40 N4 O6"
4392,1.23291170045293,"","C15 H33 N7 O S"
4636,5.10315093517624,"4E,7Z,10Z-Tridecatrienyl acetate","C15 H24 O2"
3190,2.74871200289119,"16,16-dimethyl-PGE1","C22 H38 O5"
3643,3.57050900526232,"11-Hydroxy-9-tridecenoic acid","C13 H24 O3"
3712,2.76286382301098,"LMST01010348","C33 H54 O6"
5182,2.42441970269683,"","C15 H28 O2 S"
5346,1.00558809523796,"FAHFA 2:0/21:0","C23 H44 O4"
5738,3.37381264141254,"9-deoxy-9-methylene-16,16-dimethyl -PGE2","C23 H38 O4"
1933,2.28768693838654,"9-oxo-7E-hexadecenoic acid","C16 H28 O3"
3318,2.08792718924852,"14-hydroxy-12-tetradecenoic acid","C14 H26 O3"
3776,4.12784460330342,"FAHFA 2:0/16:0","C18 H34 O4"
6996,4.22392059966435,"","C10 H16 O5"
526,1.77235222907891,"","C33 H46 N4 O6"
685,2.03909492359948,"Colocynthenin F","C32 H48 O10"
769,1.60863396747353,"5,8,12-Trihydroxy-9-octadecenoic acid","C18 H34 O5"
796,1.42840320756359,"","C38 H87 N10 O4 P3"
799,11.7478297809398,"N-[9,10-Dihydrojasmonoyl]isoleucine","C18 H31 N O4"
1080,2.62423870797243,"2-deoxyecdysone","C27 H44 O5"
1092,3.56950389472201,"","C22 H45 N3 O2 P2 S"
1140,1.34559956163974,"LMST01010250","C27 H44 O4"
1166,4.03312689604982,"","C26 H39 Cl O4"
1222,1.9932673315692,"","C30 H46 N4 O2"
1226,1.44585828677635,"","C24 H22 N6 O"
1333,1.16584280840255,"","C30 H48 N4 O"
1352,3.33547120139433,"3E,9Z,12Z,15Z-octadecatetraenoic acid","C18 H28 O2"
1427,6.50709418401019,"","C24 H31 N3 O9"
1642,1.63228655696461,"Certonardosterol I","C29 H50 O5"
1650,2.12178261860443,"","C23 H48 N10 O3 S"
1658,6.23032032672842,"ST 24:2;O4","C24 H38 O4"
1738,3.45692575222178,"","C49 H54 N8 O8"
1807,3.54103185715586,"FAHFA 22:5/5:0","C27 H42 O4"
2015,3.9663644785833,"Peltogynan-4-alpha-ol","C16 H14 O6"
2092,4.9646687330027,"","C45 H55 N2 O5 P3"
2176,0.568762595777432,"","C26 H53 N4 O2 P S"
2214,1.62677301602328,"LMST04010145","C24 H38 O5"
2240,2.46306022320304,"","C19 H37 Cl N6 O3 S"
2310,2.53678581177518,"9-oxo-7E-hexadecenoic acid","C16 H28 O3"
2415,1.92274168533343,"9-deoxy-9-methylene-16,16-dimethyl -PGE2","C23 H38 O4"
2648,2.8064434329574,"Resolvin T1","C22 H34 O5"
2844,1.79022014276367,"","C25 H48 N2 O4 S"
2896,13.7144854259214,"Cer 12:2;2O/6:0","C18 H33 N O3"
258,1.25493326717358,"FAHFA 2:0/16:1","C18 H32 O4"
832,1.17458676690971,"LMST01010262","C27 H46 O4"
1423,0.930043410448589,"Certonardosterol I","C29 H50 O5"
227,2.21944374244662,"SM 8:0;2O/4:0","C17 H37 N2 O6 P"
574,2.44125008748035,"4E,7Z,10Z-Tridecatrienyl acetate","C15 H24 O2"
1127,3.17603506231979,"","C19 H28 N10 O6"
1730,1.40665552217239,"16:4(4Z,7Z,10Z,13Z)","C16 H24 O2"
2115,1.24990527113649,"",""
2180,3.60718080029758,"","C20 H40 N5 O6 P"
2275,0.243395667579128,"","C12 H20 N6 O2"
2567,1.57018648452347,"FAHFA 20:3/5:0","C25 H42 O4"
2584,0.429199861458906,"","C21 H28 N4 O2 S"
3010,3.20130009352028,"","C19 H23 N O6"
3300,2.94491156905015,"","C35 H32 N6 O5"
3477,5.02147003630615,"","C16 H23 N5 O4 S"
3553,3.56805627540098,"PI(P-16:0/0:0)","C25 H49 O11 P"
3590,2.75093569475857,"Panaquinquecol 6","C19 H26 O4"
3599,3.24318706539885,"12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid","C18 H28 O5"
3817,2.54502962806915,"","C20 H36 N7 O4 P"
3916,1.96689723529955,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid","C18 H30 O2"
4160,3.66668859247049,"16,17-epoxy-DHA","C22 H30 O3"
4191,5.49253103006684,"","C28 H24 N10 O4"
4292,10.9913978576189,"FAHFA 2:0/26:2","C28 H50 O4"
4430,3.29633363885967,"","C43 H43 N8 O8 P3 S"
4520,9.07636540775948,"","C17 H19 N O4"
4639,15.79127295678,"","C18 H30 O3 S"
4841,2.71180984673835,"5Z,8Z,11Z,14Z-Eicosatetraenedioic acid","C20 H30 O4"
4987,4.66945348914711,"Batatasin IV","C15 H16 O3"
5033,3.49408123155495,"FAHFA 22:5/6:0","C28 H44 O4"
5137,9.88069738053582,"N-(3-hydroxy-decanoyl)-homoserine lactone","C14 H25 N O4"
5237,10.7000739698111,"","C16 H12 N2 O3"
6539,1.72942824799139,"","C22 H32 N4 O2"
864,3.02208847958017,"LMST04010145","C24 H38 O5"
2540,12.0467934444993,"N-tetradecanoyl-homoserine lactone","C18 H33 N O3"
2988,2.56070938988677,"Certonardosterol J","C29 H50 O4"
3044,2.86898390734175,"","C20 H41 N8 O3 P S"
3605,3.49092336520923,"Thapsic acid","C16 H30 O4"
32,2.4281291202636,"ST 24:1;O5","C24 H40 O5"
212,1.75039808659967,"FAHFA 3:0/26:2","C29 H52 O4"
345,5.10336210828494,"LMST01010262","C27 H46 O4"
364,8.4157255611077,"","C24 H26 N6 O"
444,0.954859303700959,"","C23 H53 N4 O3 P"
529,9.86168929449363,"","C25 H28 N6 O2"
545,11.0704936711975,"","C28 H35 N3 O2 P2"
621,1.34596212753806,"FAHFA 2:0/16:3","C18 H28 O4"
672,2.54826337223532,"FAHFA 2:0/16:1","C18 H32 O4"
718,13.5582182974249,"N-[9,10-Dihydrojasmonoyl]isoleucine","C18 H31 N O4"
867,0.957633542501297,"","C30 H48 N4 O3"
907,2.70706669095096,"threo-9,10-Dihydroxystearic acid","C18 H36 O4"
1001,5.81133835119527,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
1221,3.55948000835389,"LMST01010250","C27 H44 O4"
1280,5.24164281571147,"1a,1b-dihomo-15-deoxy-delta-12,14-PGJ2","C22 H32 O3"
5623,2.51252597480893,"15-hydroxy-tetracosa-6,9,12,16,18-pentaenoic acid","C24 H38 O3"
4142,2.43174987697646,"9-oxo-7E-hexadecenoic acid","C16 H28 O3"
949,0.662055258255678,"PS 2:0_19:0","C27 H52 N O10 P"
1237,5.18587913472187,"","C24 H48 N9 O3 P S"
1307,3.85040096732017,"","C24 H29 N3 O9"
1778,14.7479209851129,"Cer 12:2;2O/6:0","C18 H33 N O3"
2170,6.29501000088709,"PI(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C47 H81 O13 P"
2260,4.78701960784027,"","C23 H16 N10 O4"
2421,3.35871886279418,"","C43 H41 N2 O2 P3"
2475,4.30312215574411,"","C24 H24 N6 O"
2698,4.89608183871889,"","C18 H18 N4 O S"
2725,1.42614171805056,"Herbasterol","C27 H48 O6"
2827,2.65033651843322,"","C23 H24 N6 O"
3170,0.83246346407388,"","C37 H40 N6 O14 P2"
3171,4.32311544498174,"","C34 H32 O3 P2"
3174,3.18287368733662,"FAHFA 2:0/16:3","C18 H28 O4"
3348,7.56005995331522,"PA(18:4(6Z,9Z,12Z,15Z)/0:0)","C21 H35 O7 P"
3525,2.19364736865602,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
3555,1.84434411151963,"LMST01060030","C32 H54 O7"
3626,1.08698632426246,"","C19 H23 N O6"
3743,6.40591421187058,"","C22 H51 N6 O4 P S"
3746,1.74919721515825,"PG 2:0_17:1","C25 H47 O10 P"
3774,1.97097671113828,"","C14 H34 Cl N4 O2 P"
3822,10.7164622690241,"N-jasmonoyl-isoleucine","C18 H29 N O4"
3876,1.75906391022263,"PGF2alpha","C20 H34 O5"
3926,1.93022108572125,"Episceptrumgenin","C27 H40 O3"
3946,1.83258849641084,"FAHFA 2:0/16:3","C18 H28 O4"
4016,1.08730605458336,"","C26 H46 N10 O S"
4037,1.08877164235631,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
4088,1.57965377737848,"Armatinol A","C30 H48 O4"
4112,0.778586201010983,"","C24 H49 N O9"
4330,3.1116217848202,"LMST01060018","C32 H52 O6"
4434,1.75295208852922,"Ptilodene","C20 H28 O4"
1305,2.16726765796079,"FAHFA 2:0/16:1","C18 H32 O4"
1647,1.29291825067114,"15-oxo-11Z,13E-eicosadienoic acid","C20 H34 O3"
1828,5.79774128657055,"LMST01010262","C27 H46 O4"
2127,3.34079731524335,"(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid","C18 H34 O4"
2134,2.14409244216996,"","C27 H49 N8 O4 P"
1868,15.0698490800002,"15-isoLG hydroxylactam-ethanolamine","C22 H35 N O6"
2553,15.4637150222104,"","C16 H27 N7 O2"
3177,0.840972646387988,"10,11-epoxy-3,7,11-trimethyl-2E,6E-tridecadienoic acid","C16 H26 O3"
3421,1.09867291744676,"3E,9Z,12Z,15Z-octadecatetraenoic acid","C18 H28 O2"
5621,2.31917242603114,"","C9 H20 N3 O2 P S"
7023,3.73562314263664,"","C13 H19 N10 O P"
4722,3.26412006189377,"16,16-dimethyl-PGD2","C22 H36 O5"
5474,2.30998006662701,"15-deoxy-delta-12,14-PGJ2","C20 H28 O3"
6557,4.25376061363029,"","C26 H42 N4 O"
2912,3.24078602674222,"10-oxo-nonadecanoic acid","C19 H36 O3"
112,7.44930049247175,"","C22 H28 N2 O4"
380,1.65538867763815,"FAHFA 3:0/15:1","C18 H32 O4"
958,1.9631235991683,"","C46 H63 N2 O13 P"
1179,1.63451758475937,"1a,1b-dihomo-15-deoxy-delta-12,14-PGJ2","C22 H32 O3"
1242,2.31852409889532,"FAHFA 2:0/16:1","C18 H32 O4"
1256,1.72474120943414,"2,5-dimethyl-2E-tridecenoic acid","C15 H28 O2"
1590,2.70908228917257,"","C23 H28 N10 O2 S"
1623,1.16597319403742,"FAHFA 2:0/16:2","C18 H30 O4"
1726,0.58878099600684,"Neolinderatin","C35 H46 O4"
1748,0.790493766428503,"FAHFA 2:0/16:2","C18 H30 O4"
1782,1.80583280678482,"LMST01010336","C29 H48 O5"
2055,8.79678610952436,"","C25 H37 N O6"
2160,6.98718977497658,"","C22 H28 N2 O4"
2198,1.07425814958976,"FAHFA 18:5/4:0","C22 H32 O4"
2202,2.48519019014395,"","C26 H30 N6 O"
2216,2.26166864630502,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
2265,1.59653151448445,"16,17-epoxy-DHA","C22 H30 O3"
2363,2.27372431465483,"","C24 H50 N9 O3 P"
2521,13.0510313942432,"","C23 H53 N4 O3 P"
2632,11.5893891341431,"FAHFA 3:0/26:2","C29 H52 O4"
2715,1.25117885653415,"LMST01010262","C27 H46 O4"
2765,2.13743176999613,"","C46 H63 N2 O13 P"
2819,5.10508892876142,"LMST01060018","C32 H52 O6"
4252,1.74488463842781,"Pinnasterol","C27 H42 O5"
5157,6.15537986161989,"","C28 H33 N3 O2 P2"
1622,3.12200980334848,"","C45 H61 N2 O12 P"
1651,4.88149696774335,"","C34 H43 N3 O6"
2814,1.61271053234838,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
2935,4.68531680029875,"","C17 H29 N6 O4 P"
3157,4.99182689329403,"4S-hydroperoxy-17S-HDHA","C22 H32 O5"
3595,1.72665876890045,"ST 24:1;O4","C24 H40 O4"
3944,7.29929894214066,"","C27 H37 N3 O5"
4547,2.47567225117562,"","C26 H35 N3 O5"
4657,3.07278286890364,"",""
4727,2.56650379179182,"","C18 H32 O3 S"
5032,3.76210305880728,"","C27 H20 N4 O7"
5448,4.7673306711633,"LMST04010145","C24 H38 O5"
1771,3.04009678188258,"Certonardosterol L","C27 H46 O5"
2729,3.87054307354752,"LMST01060030","C32 H54 O7"
2873,1.8224469088379,"Herbasterol","C27 H48 O6"
3071,4.10315093517624,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
3671,3.54892059698133,"","C18 H30 O3 S"
3908,5.47483191951097,"PI(P-16:0/0:0)","C25 H49 O11 P"
274,2.44060285409573,"2,5-dimethyl-2E-tridecenoic acid","C15 H28 O2"
324,0.676357000020386,"","C28 H53 N2 O2 P"
413,1.07899248613531,"LMST01010262","C27 H46 O4"
427,1.36380154038597,"","C30 H48 N4 O"
447,1.3177686184181,"FAHFA 2:0/16:1","C18 H32 O4"
918,1.22404470905741,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
959,1.05560769108706,"","C30 H46 N4 O2"
1029,2.02609097590506,"","C30 H48 N4 O2"
1076,1.16857518712845,"","C28 H54 Cl N2 O2 P"
1206,2.41918582135933,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
1254,1.77213449703408,"","C30 H48 N4 O2"
1271,1.77470681455144,"","C30 H48 N4 O6"
1342,3.02891915128391,"","C29 H52 O6"
1887,1.60733349476141,"","C30 H48 N4 O3"
822,0.580079018849322,"","C24 H49 N8 O2 P"
757,1.69675932349967,"punaglandin 8","C23 H33 Cl O6"
1544,8.87304688606641,"","C36 H41 N7 O3"
2341,1.49814796898322,"","C48 H54 N8 O7"
2549,8.45980072378448,"","C18 H34 O3 S"
2705,7.0305529476585,"","C22 H35 Cl N6 O2"
2864,1.70302396319204,"15-deoxy-delta-12,14-PGJ2","C20 H28 O3"
2954,2.45318450955989,"","C22 H45 Cl N9 O P S"
3040,4.33724836026767,"FAHFA 2:0/18:0","C20 H38 O4"
3138,1.12531666289846,"FAHFA 2:0/16:1","C18 H32 O4"
3368,2.58542684871934,"Dihomocholic acid","C26 H44 O5"
3462,5.79569570056067,"PI(16:0/0:0)","C25 H49 O12 P"
3636,1.26126762538093,"FAHFA 2:0/24:4","C26 H42 O4"
3725,1.48125949767802,"LMST01010348","C33 H54 O6"
3935,2.04890436474174,"8,11,14,18-Eicosatetraynoic acid","C20 H28 O2"
4058,4.54747376384301,"","C40 H41 N2 O4 P3"
4492,1.47361955569612,"","C17 H16 N10 O2"
4611,2.47158561028311,"LMST01031103","C30 H48 O5"
2833,2.6765236230593,"FAHFA 2:0/26:4","C28 H46 O4"
5268,6.06851092333179,"N-[9,10-Dihydrojasmonoyl]isoleucine","C18 H31 N O4"
5271,0.302160436709612,"","C39 H39 N2 O4 P3"
6744,3.97171530852732,"16-Glutaryloxy-1alpha,25-dihydroxyvitamin D3","C32 H50 O7"
7424,2.23325286224327,"","C14 H24 N6 O4 S"
2026,12.3640869955764,"N-(3-hydroxy-dodecanoyl)-homoserine lactone","C16 H29 N O4"
404,1.2006098340456,"2-hydroxy-eicosanoic acid","C20 H40 O3"
1488,6.03359966220162,"","C18 H34 O3 S"
1757,2.21822509184422,"2-deoxyecdysone","C27 H44 O5"
2665,2.39659505920247,"","C48 H52 N8 O7"
3424,0.977153686439156,"PA 2:0_24:4","C29 H49 O8 P"
3842,1.03884656339734,"","C24 H48 N9 O4 P S"
4005,2.51506802987945,"","C32 H54 N3 P S"
4145,0.890300893738116,"","C30 H40 N6 O11 P2"
4999,5.27080118852487,"","C27 H48 Cl2 N2"
5029,2.05614349508174,"","C30 H38 N6 O10 P2"
5177,0.975361486445605,"Oblatone C","C25 H38 O5"
5260,2.92380732230048,"","C42 H34 N4 O3 P2"
5620,1.72423019184387,"3-Acetoxystearic acid","C20 H38 O4"
6061,1.81889280704643,"","C30 H18 N8 O3"
6159,3.20571639514301,"","C18 H29 N6 O6 P"
6669,2.0723775271875,"","C22 H52 N6 O4 S"
6723,6.45860107083959,"N-(7Z-tetradecenoyl)-homoserine lactone","C18 H31 N O3"
1252,3.19481653902804,"FAHFA 2:0/16:0","C18 H34 O4"
2071,0.938034051267946,"6-Hydroxyoctadeca-7,9-diynoic acid","C18 H28 O3"
3977,2.3364493788174,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
4114,0.786632720188945,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
4608,2.03450638987156,"",""
4613,0.778174269399856,"9,12-hexadecadienoic acid","C16 H28 O2"
5544,5.34414568211483,"","C35 H34 N10 O P2 S"
2749,1.36805819459228,"",""
3316,2.41479789668713,"LMST04010019","C24 H40 O4"
6065,1.77997468565648,"","C23 H29 N4 O4 P"
5096,4.69812365904419,"","C24 H48 N9 O3 P"
5858,1.94485233363534,"","C20 H29 N2 P"
5927,2.98237610835402,"","C15 H23 N O3"
6735,3.67361177343344,"Gallicynoic acid E","C18 H30 O5"
7166,6.87989742804325,"","C13 H14 N4 O3"
7062,3.09180747607938,"",""
