"Compounds ID","Score1","Name","Formula"
597,316919022.448803,"LMFA08020334","C18 H33 N O4"
607,0.300070354047835,"","C30 H48 N4 O2"
609,2.13282520322328,"","C23 H46 Cl P3"
653,27.0349330910412,"","C30 H48 N4 O"
729,3.6665868639219,"Certonardosterol I","C29 H50 O5"
735,0.611298207579969,"5-methyl-2E-tridecenoic acid","C14 H26 O2"
857,6.5184756056256,"","C28 H40 O6"
952,2.99590351706387,"","C33 H42 N4 O6"
976,4.3828147020582,"","C27 H20 N4 O6"
1021,2.23160963382176,"","C26 H37 Cl O4"
1065,17.6754688468475,"Pentalinonside","C28 H42 O7"
1097,165.919345075059,"","C29 H35 N2 P S2"
1198,74.0353595616581,"","C33 H42 N4 O6"
1218,4.32968541182859,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
1227,1.2988698822626,"","C30 H48 N4 O"
1238,12.8699072756821,"(24R)-1alpha,24,25-trihydroxy-22-oxavitamin D3 / (24R)-1alpha,24,25-trihydroxy-22-oxacholecalciferol","C26 H42 O5"
1358,5337.72275872182,"","C27 H33 N3 O P2"
1450,82.8125421206641,"","C30 H48 N4 O"
1503,2.94624070716979,"ST 24:1;O4","C24 H40 O4"
2582,0.887274960893272,"","C27 H20 N4 O6"
2551,3.08719687192836,"FAHFA 2:0/16:3","C18 H28 O4"
5043,12.2620126658028,"FAHFA 2:0/17:0","C19 H36 O4"
7503,6.42756549002556,"3,7-Dimethyl-2E,6E-decadien-1,10-dioic acid","C12 H18 O4"
1716,3.72079649516464,"","C19 H26 N6 O4"
1840,342.294543726137,"3,17-dihydroxy-5,9-dioxo-4,5-9,10-diseco-androsta-1(10),2-dien-4-oic acid","C19 H26 O6"
2045,1.00432065890163,"1alpha,25-dihydroxy-19-nor-22-oxavitamin D3 / 1alpha,25-dihydroxy-19-nor-22-oxacholecalciferol","C25 H42 O4"
2088,23448374.1983848,"N-(3-hydroxy-dodecanoyl)-homoserine lactone","C16 H29 N O4"
2131,3.47447416525059,"5Z,8Z,11Z-Eicosatrienedioic acid","C20 H32 O4"
2200,2.9665627463112,"","C30 H39 N O2 S"
2568,26.8078467168769,"LMST01060030","C32 H54 O7"
2640,2.75505807106371,"16,17-epoxy-DHA","C22 H30 O3"
2692,2.55775531070631,"","C17 H29 N3 O7"
2721,0.0731706466490399,"",""
2730,9.64249517347364,"Methyl 7-oxo-11E-tetradecenoate","C15 H26 O3"
2791,119.379630291061,"(23S)-1alpha-hydroxy-25,27-didehydrovitamin D3 26,23-lactone","C27 H38 O4"
2889,2.02661961459609,"","C15 H34 N5 O2 P S"
3000,4.72104243144265,"","C25 H38 O3"
3037,73708.8154344694,"Heterofibrin A3","C24 H34 O6"
3194,12590.9432029971,"","C19 H22 N2 O4"
3236,14709093.5578945,"N-(3-hydroxy-decanoyl)-homoserine lactone","C14 H25 N O4"
3437,3.20772994233363,"SM 8:0;2O/4:0","C17 H37 N2 O6 P"
3452,3.74191268347014,"","C15 H34 N2 O S3"
3786,6.4732517501951,"","C9 H14 N6 O4"
4120,2.77494242393674,"","C19 H28 N4 S"
5462,9490.74093476201,"Khellin","C14 H12 O5"
994,9.40759458212169,"Certonardosterol L","C27 H46 O5"
1568,19.7941391929715,"6-Bromo-5E,9Z,13Z,24Z-heptacosatetraenoic acid","C26 H43 Br O2"
1595,7.61113814191428,"",""
1987,2.32338731884,"","C20 H39 N8 O3 P S"
2146,1.40574120402646,"","C26 H55 N4 O7 P"
2504,1.74665396047325,"Gallicynoic acid H","C16 H28 O4"
2686,6.65409218833238,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
2867,1.25494598819157,"Ambrettolic acid","C16 H30 O3"
1464,371.185391206139,"","C20 H31 N6 O5 P"
1537,0.844259729873002,"Cholesterol glucuronide","C33 H54 O7"
2362,2.93588548411509,"","C33 H40 N4 O6"
3082,0.0621939476836839,"","C35 H40 N4 O6"
4392,1.23925796004372,"","C15 H33 N7 O S"
4636,5.32333964094529,"4E,7Z,10Z-Tridecatrienyl acetate","C15 H24 O2"
3190,7.54876063289023,"16,16-dimethyl-PGE1","C22 H38 O5"
3643,14.0214217458049,"11-Hydroxy-9-tridecenoic acid","C13 H24 O3"
3712,6.74215932116428,"LMST01010348","C33 H54 O6"
5182,0.232442308688831,"","C15 H28 O2 S"
5346,1.01552631905535,"FAHFA 2:0/21:0","C23 H44 O4"
5738,12.9449698822342,"9-deoxy-9-methylene-16,16-dimethyl -PGE2","C23 H38 O4"
1933,2.34721847439864,"9-oxo-7E-hexadecenoic acid","C16 H28 O3"
3318,2.12887750268388,"14-hydroxy-12-tetradecenoic acid","C14 H26 O3"
3776,4.39423352879832,"FAHFA 2:0/16:0","C18 H34 O4"
6996,39.1972340916936,"","C10 H16 O5"
526,1.98140082214749,"","C33 H46 N4 O6"
685,2.67353086940954,"Colocynthenin F","C32 H48 O10"
769,1.68779873619319,"5,8,12-Trihydroxy-9-octadecenoic acid","C18 H34 O5"
796,1.59730035262875,"","C38 H87 N10 O4 P3"
799,159548.308470981,"N-[9,10-Dihydrojasmonoyl]isoleucine","C18 H31 N O4"
1080,2.76407840927062,"2-deoxyecdysone","C27 H44 O5"
1092,14.3981085332742,"","C22 H45 N3 O2 P2 S"
1140,1.39468042028367,"LMST01010250","C27 H44 O4"
1166,25.7335187256117,"","C26 H39 Cl O4"
1222,2.12997291485208,"","C30 H46 N4 O2"
1226,0.884165819832039,"","C24 H22 N6 O"
1333,0.685120983941997,"","C30 H48 N4 O"
1352,4.20584380162591,"3E,9Z,12Z,15Z-octadecatetraenoic acid","C18 H28 O2"
1427,392.760500198606,"","C24 H31 N3 O9"
1642,0.685868680408737,"Certonardosterol I","C29 H50 O5"
1650,3.66861649148929,"","C23 H48 N10 O3 S"
1658,11.0868458068734,"ST 24:2;O4","C24 H38 O4"
1738,17.0312279108067,"","C49 H54 N8 O8"
1807,18.57592875692,"FAHFA 22:5/5:0","C27 H42 O4"
2015,26.4199465521212,"Peltogynan-4-alpha-ol","C16 H14 O6"
2092,85.6030004295182,"","C45 H55 N2 O5 P3"
2176,0.379690086808964,"","C26 H53 N4 O2 P S"
2214,1.90797097304931,"LMST04010145","C24 H38 O5"
2240,2.87236851180284,"","C19 H37 Cl N6 O3 S"
2310,2.97356629121818,"9-oxo-7E-hexadecenoic acid","C16 H28 O3"
2415,2.66412219396714,"9-deoxy-9-methylene-16,16-dimethyl -PGE2","C23 H38 O4"
2648,4.47040102375134,"Resolvin T1","C22 H34 O5"
2844,2.50320897730303,"","C25 H48 N2 O4 S"
2896,1554102.65902078,"Cer 12:2;2O/6:0","C18 H33 N O3"
258,1.27107887383545,"FAHFA 2:0/16:1","C18 H32 O4"
832,1.22262531400883,"LMST01010262","C27 H46 O4"
1423,0.575532251867231,"Certonardosterol I","C29 H50 O5"
227,3.23127924470526,"SM 8:0;2O/4:0","C17 H37 N2 O6 P"
574,4.0141573844121,"4E,7Z,10Z-Tridecatrienyl acetate","C15 H24 O2"
1127,12.2246390334366,"","C19 H28 N10 O6"
1730,1.51367845010935,"16:4(4Z,7Z,10Z,13Z)","C16 H24 O2"
2115,0.441621622223097,"",""
2180,14.958871072168,"","C20 H40 N5 O6 P"
2275,0.100989708922937,"","C12 H20 N6 O2"
2567,1.60614396503887,"FAHFA 20:3/5:0","C25 H42 O4"
2584,0.190679747729722,"","C21 H28 N4 O2 S"
3010,3.60385729652761,"","C19 H23 N O6"
3300,8.75696800153126,"","C35 H32 N6 O5"
3477,103.161607946843,"","C16 H23 N5 O4 S"
3553,19.188480756679,"PI(P-16:0/0:0)","C25 H49 O11 P"
3590,2.99073257370561,"Panaquinquecol 6","C19 H26 O4"
3599,4.08811731153815,"12-oxo-14,18-dihydroxy-9Z,13E,15Z-octadecatrienoic acid","C18 H28 O5"
3817,2.19824897823413,"","C20 H36 N7 O4 P"
3916,0.529749471549684,"16-methyl-6Z,9Z,12Z-heptadecatrienoic acid","C18 H30 O2"
4160,5.54833885472943,"16,17-epoxy-DHA","C22 H30 O3"
4191,163.06598563439,"","C28 H24 N10 O4"
4292,72411.54680635,"FAHFA 2:0/26:2","C28 H50 O4"
4430,4.41886058215966,"","C43 H43 N8 O8 P3 S"
4520,9138.57900740761,"","C17 H19 N O4"
4639,18096351.8484262,"","C18 H30 O3 S"
4841,6.73212917255822,"5Z,8Z,11Z,14Z-Eicosatetraenedioic acid","C20 H30 O4"
4987,67.1377128776429,"Batatasin IV","C15 H16 O3"
5033,4.54840676184912,"FAHFA 22:5/6:0","C28 H44 O4"
5137,23299.3710664228,"N-(3-hydroxy-decanoyl)-homoserine lactone","C14 H25 N O4"
5237,56795.360067913,"","C16 H12 N2 O3"
6539,1.97799750037578,"","C22 H32 N4 O2"
864,9.60990651584917,"LMST04010145","C24 H38 O5"
2540,231194.466179511,"N-tetradecanoyl-homoserine lactone","C18 H33 N O3"
2988,5.73304524274711,"Certonardosterol J","C29 H50 O4"
3044,6.54502589102041,"","C20 H41 N8 O3 P S"
3605,9.96110568150999,"Thapsic acid","C16 H30 O4"
32,3.02213301663367,"ST 24:1;O5","C24 H40 O5"
212,2.16492486539548,"FAHFA 3:0/26:2","C29 H52 O4"
345,5.32463401940382,"LMST01010262","C27 H46 O4"
364,3320.59479841696,"","C24 H26 N6 O"
444,0.955927313091262,"","C23 H53 N4 O3 P"
529,13640.394260542,"","C25 H28 N6 O2"
545,48934.1873917294,"","C28 H35 N3 O2 P2"
621,1.37140068364679,"FAHFA 2:0/16:3","C18 H28 O4"
672,5.84295442040702,"FAHFA 2:0/16:1","C18 H32 O4"
718,925035.958390317,"N-[9,10-Dihydrojasmonoyl]isoleucine","C18 H31 N O4"
867,0.793428870697623,"","C30 H48 N4 O3"
907,4.68156426011379,"threo-9,10-Dihydroxystearic acid","C18 H36 O4"
1001,6.8441106105752,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
1221,5.88396148372345,"LMST01010250","C27 H44 O4"
1280,6.24352875572008,"1a,1b-dihomo-15-deoxy-delta-12,14-PGJ2","C22 H32 O3"
5623,4.57620949522503,"15-hydroxy-tetracosa-6,9,12,16,18-pentaenoic acid","C24 H38 O3"
4142,3.7565437075283,"9-oxo-7E-hexadecenoic acid","C16 H28 O3"
949,0.342589592335664,"PS 2:0_19:0","C27 H52 N O10 P"
1237,123.994753759966,"","C24 H48 N9 O3 P S"
1307,26.8554684268542,"","C24 H29 N3 O9"
1778,4475478.416366,"Cer 12:2;2O/6:0","C18 H33 N O3"
2170,448.723370702412,"PI(16:1(9Z)/22:4(7Z,10Z,13Z,16Z))","C47 H81 O13 P"
2260,78.9831381465852,"","C23 H16 N10 O4"
2421,9.55849301362662,"","C43 H41 N2 O2 P3"
2475,36.871832960241,"","C24 H24 N6 O"
2698,75.552330423531,"","C18 H18 N4 O S"
2725,1.58464373995229,"Herbasterol","C27 H48 O6"
2827,6.71219748440177,"","C23 H24 N6 O"
3170,0.799257165881947,"","C37 H40 N6 O14 P2"
3171,45.8665861407153,"","C34 H32 O3 P2"
3174,5.59575723873667,"FAHFA 2:0/16:3","C18 H28 O4"
3348,1316.89465957951,"PA(18:4(6Z,9Z,12Z,15Z)/0:0)","C21 H35 O7 P"
3525,0.345490779139369,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
3555,2.33851600634255,"LMST01060030","C32 H54 O7"
3626,1.10001124693454,"","C19 H23 N O6"
3743,13.5707843749181,"","C22 H51 N6 O4 P S"
3746,2.38557912771304,"PG 2:0_17:1","C25 H47 O10 P"
3774,3.0060013267895,"","C14 H34 Cl N4 O2 P"
3822,56303.3182979197,"N-jasmonoyl-isoleucine","C18 H29 N O4"
3876,1.78172377035658,"PGF2alpha","C20 H34 O5"
3926,2.94789942926859,"Episceptrumgenin","C27 H40 O3"
3946,1.22998763311337,"FAHFA 2:0/16:3","C18 H28 O4"
4016,1.10574001748841,"","C26 H46 N10 O S"
4037,0.558388995910194,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
4088,0.537674385649868,"Armatinol A","C30 H48 O4"
4112,0.692475684943322,"","C24 H49 N O9"
4330,4.21305795503515,"LMST01060018","C32 H52 O6"
4434,0.106245478845501,"Ptilodene","C20 H28 O4"
1305,0.925152050329784,"FAHFA 2:0/16:1","C18 H32 O4"
1647,1.40106771389378,"15-oxo-11Z,13E-eicosadienoic acid","C20 H34 O3"
1828,6.73780576946355,"LMST01010262","C27 H46 O4"
2127,3.39488320576941,"(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid","C18 H34 O4"
2134,2.17919069828125,"","C27 H49 N8 O4 P"
1868,5166811.33955513,"15-isoLG hydroxylactam-ethanolamine","C22 H35 N O6"
2553,9906896.9609502,"","C16 H27 N7 O2"
3177,0.178945657840112,"10,11-epoxy-3,7,11-trimethyl-2E,6E-tridecadienoic acid","C16 H26 O3"
3421,1.10851602083274,"3E,9Z,12Z,15Z-octadecatetraenoic acid","C18 H28 O2"
5621,4.60368781830727,"","C9 H20 N3 O2 P S"
7023,21.5729449946049,"","C13 H19 N10 O P"
4722,11.3517731714809,"16,16-dimethyl-PGD2","C22 H36 O5"
5474,4.2331626581229,"15-deoxy-delta-12,14-PGJ2","C20 H28 O3"
6557,10.2202046796429,"","C26 H42 N4 O"
2912,6.68771461816417,"10-oxo-nonadecanoic acid","C19 H36 O3"
112,1117.87483191517,"","C22 H28 N2 O4"
380,2.03699264829398,"FAHFA 3:0/15:1","C18 H32 O4"
958,1.60385971120748,"","C46 H63 N2 O13 P"
1179,2.08427614933316,"1a,1b-dihomo-15-deoxy-delta-12,14-PGJ2","C22 H32 O3"
1242,4.37076213701765,"FAHFA 2:0/16:1","C18 H32 O4"
1256,2.26397390658867,"2,5-dimethyl-2E-tridecenoic acid","C15 H28 O2"
1590,7.22207121967158,"","C23 H28 N10 O2 S"
1623,1.19782152304345,"FAHFA 2:0/16:2","C18 H30 O4"
1726,0.329605975495279,"Neolinderatin","C35 H46 O4"
1748,0.762267956179341,"FAHFA 2:0/16:2","C18 H30 O4"
1782,2.45344984165388,"LMST01010336","C29 H48 O5"
2055,6444.50075763154,"","C25 H37 N O6"
2160,624.662776716773,"","C22 H28 N2 O4"
2198,1.09987934004931,"FAHFA 18:5/4:0","C22 H32 O4"
2202,5.05303395404609,"","C26 H30 N6 O"
2216,0.192725709048428,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
2265,1.96639731553639,"16,17-epoxy-DHA","C22 H30 O3"
2363,2.74089344979765,"","C24 H50 N9 O3 P"
2521,630120.048180501,"","C23 H53 N4 O3 P"
2632,130722.700028746,"FAHFA 3:0/26:2","C29 H52 O4"
2715,1.27904125007607,"LMST01010262","C27 H46 O4"
2765,2.0968228956978,"","C46 H63 N2 O13 P"
2819,5.33523032371362,"LMST01060018","C32 H52 O6"
4252,1.71387786205879,"Pinnasterol","C27 H42 O5"
5157,258.810454172272,"","C28 H33 N3 O2 P2"
1622,11.1955778747093,"","C45 H61 N2 O12 P"
1651,80.8670446827798,"","C34 H43 N3 O6"
2814,0.26747101798476,"3beta-Hydroxy-5alpha,6alpha-epoxy-9-oxo-9,10-seco-5-cholest-7-en-11-al","C27 H42 O4"
2935,58.9828494052381,"","C17 H29 N6 O4 P"
3157,100.023136145631,"4S-hydroperoxy-17S-HDHA","C22 H32 O5"
3595,2.106556780807,"ST 24:1;O4","C24 H40 O4"
3944,1219.6569447762,"","C27 H37 N3 O5"
4547,4.65485781660464,"","C26 H35 N3 O5"
4657,3.4161341314456,"",""
4727,5.1679962544908,"","C18 H32 O3 S"
5032,4.17527094267883,"","C27 H20 N4 O7"
5448,71.7650270047342,"LMST04010145","C24 H38 O5"
1771,4.17213280741087,"Certonardosterol L","C27 H46 O5"
2729,15.4211727388769,"LMST01060030","C32 H54 O7"
2873,2.49273179384884,"Herbasterol","C27 H48 O6"
3071,4.27106616612135,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
3671,8.24186367978441,"","C18 H30 O3 S"
3908,154.357376215015,"PI(P-16:0/0:0)","C25 H49 O11 P"
274,2.79905526026001,"2,5-dimethyl-2E-tridecenoic acid","C15 H28 O2"
324,0.0614029785158773,"","C28 H53 N2 O2 P"
413,1.10589071733763,"LMST01010262","C27 H46 O4"
427,1.1051934950208,"","C30 H48 N4 O"
447,1.33375450487721,"FAHFA 2:0/16:1","C18 H32 O4"
918,1.30592877192947,"12-hydroxy-5Z,8Z,10Z,14Z-Eicosatetraenoic acid","C20 H32 O3"
959,0.0476034314412137,"","C30 H46 N4 O2"
1029,2.35482694033063,"","C30 H48 N4 O2"
1076,0.82255874182215,"","C28 H54 Cl N2 O2 P"
1206,2.99117571432065,"13-keto-9Z-octadecenoic acid","C18 H32 O3"
1254,1.62896855930207,"","C30 H48 N4 O2"
1271,2.39802783390005,"","C30 H48 N4 O6"
1342,7.57963820799336,"","C29 H52 O6"
1887,1.92735568929737,"","C30 H48 N4 O3"
822,0.571774476165718,"","C24 H49 N8 O2 P"
757,2.14322854133587,"punaglandin 8","C23 H33 Cl O6"
1544,6445.77084241871,"","C36 H41 N7 O3"
2341,0.36423874333052,"","C48 H54 N8 O7"
2549,5175.07812167103,"","C18 H34 O3 S"
2705,683.676491083559,"","C22 H35 Cl N6 O2"
2864,0.826450067638867,"15-deoxy-delta-12,14-PGJ2","C20 H28 O3"
2954,4.27400637165128,"","C22 H45 Cl N9 O P S"
3040,4.39883497866942,"FAHFA 2:0/18:0","C20 H38 O4"
3138,0.278764597274764,"FAHFA 2:0/16:1","C18 H32 O4"
3368,2.6432876629905,"Dihomocholic acid","C26 H44 O5"
3462,250.712364975898,"PI(16:0/0:0)","C25 H49 O12 P"
3636,1.36311013985221,"FAHFA 2:0/24:4","C26 H42 O4"
3725,1.58808423359971,"LMST01010348","C33 H54 O6"
3935,2.62052259549833,"8,11,14,18-Eicosatetraynoic acid","C20 H28 O2"
4058,53.328079208047,"","C40 H41 N2 O4 P3"
4492,1.63499204811283,"","C17 H16 N10 O2"
4611,3.17718000357509,"LMST01031103","C30 H48 O5"
2833,3.1238044054602,"FAHFA 2:0/26:4","C28 H46 O4"
5268,305.75029848513,"N-[9,10-Dihydrojasmonoyl]isoleucine","C18 H31 N O4"
5271,0.291578718109266,"","C39 H39 N2 O4 P3"
6744,4.48272777927656,"16-Glutaryloxy-1alpha,25-dihydroxyvitamin D3","C32 H50 O7"
7424,2.5165960406963,"","C14 H24 N6 O4 S"
2026,347353.566273159,"N-(3-hydroxy-dodecanoyl)-homoserine lactone","C16 H29 N O4"
404,1.25374403700886,"2-hydroxy-eicosanoic acid","C20 H40 O3"
1488,329.051272182306,"","C18 H34 O3 S"
1757,2.47342999887034,"2-deoxyecdysone","C27 H44 O5"
2665,4.93067073878798,"","C48 H52 N8 O7"
3424,0.977852408311284,"PA 2:0_24:4","C29 H49 O8 P"
3842,0,"","C24 H48 N9 O4 P S"
4005,2.59391676718224,"","C32 H54 N3 P S"
4145,0.670764179426291,"","C30 H40 N6 O11 P2"
4999,124.91992254838,"","C27 H48 Cl2 N2"
5029,2.13354468520865,"","C30 H38 N6 O10 P2"
5177,0.981514484139574,"Oblatone C","C25 H38 O5"
5260,3.13643296137143,"","C42 H34 N4 O3 P2"
5620,2.32450810892472,"3-Acetoxystearic acid","C20 H38 O4"
6061,2.25349585681889,"","C30 H18 N8 O3"
6159,11.9537721507149,"","C18 H29 N6 O6 P"
6669,1.56435668966583,"","C22 H52 N6 O4 S"
6723,539.468164058693,"N-(7Z-tetradecenoyl)-homoserine lactone","C18 H31 N O3"
1252,9.80266127034153,"FAHFA 2:0/16:0","C18 H34 O4"
2071,0.939537591893859,"6-Hydroxyoctadeca-7,9-diynoic acid","C18 H28 O3"
3977,3.88075224475147,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
4114,0.529902158732871,"9-hydroxy-10-Octadecen-12-ynoic acid","C18 H30 O3"
4608,3.30640605998079,"",""
4613,0.531808162654252,"9,12-hexadecadienoic acid","C16 H28 O2"
5544,7.02556974450886,"","C35 H34 N10 O P2 S"
2749,0.843061765444265,"",""
3316,2.4485472873469,"LMST04010019","C24 H40 O4"
6065,0.812989686060304,"","C23 H29 N4 O4 P"
5096,8.47271623408448,"","C24 H48 N9 O3 P"
5858,2.94461593818877,"","C20 H29 N2 P"
5927,8.03731049206479,"","C15 H23 N O3"
6735,8.65198225857317,"Gallicynoic acid E","C18 H30 O5"
7166,682.157157675382,"","C13 H14 N4 O3"
7062,3.1770297160832,"",""
